"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 18, 2021","456.54","474.85","475.04","454.69","28.23K","-3.68%"
"Feb 17, 2021","474.00","457.18","474.00","421.33","59.32K","3.58%"
"Feb 16, 2021","457.61","462.74","491.25","445.22","45.29K","-0.69%"
"Feb 15, 2021","460.77","474.14","489.33","404.37","64.26K","-2.23%"
"Feb 14, 2021","471.27","513.95","524.22","469.03","42.05K","-7.88%"
"Feb 13, 2021","511.56","539.84","556.57","511.56","50.54K","-4.65%"
"Feb 12, 2021","536.51","501.69","549.23","490.96","107.09K","7.01%"
"Feb 11, 2021","501.36","473.98","506.28","464.58","71.81K","5.67%"
"Feb 10, 2021","474.48","489.77","514.49","465.62","82.29K","-2.97%"
"Feb 09, 2021","489.00","456.02","489.00","440.05","79.96K","7.59%"
"Feb 08, 2021","454.52","457.01","488.85","449.39","55.51K","-0.59%"
"Feb 07, 2021","457.24","463.00","466.71","424.11","58.83K","-1.24%"
"Feb 06, 2021","462.97","533.28","533.28","457.00","80.65K","-12.92%"
"Feb 05, 2021","531.69","455.05","544.69","455.05","91.26K","17.07%"
"Feb 04, 2021","454.16","391.04","490.01","391.04","134.17K","16.59%"
"Feb 03, 2021","389.55","357.57","389.55","346.03","41.15K","9.29%"
"Feb 02, 2021","356.45","361.97","361.97","339.31","37.48K","-1.49%"
"Feb 01, 2021","361.84","348.22","370.07","338.56","80.13K","4.36%"
"Jan 31, 2021","346.72","338.20","346.72","307.69","63.18K","2.52%"
"Jan 30, 2021","338.20","295.61","338.20","287.15","114.49K","15.17%"
"Jan 29, 2021","293.65","252.04","293.65","242.16","68.80K","16.64%"
"Jan 28, 2021","251.75","218.47","264.17","218.47","53.31K","14.74%"
"Jan 27, 2021","219.40","237.90","237.90","219.40","39.51K","-7.97%"
"Jan 26, 2021","238.41","212.33","238.41","210.75","54.07K","12.08%"
"Jan 25, 2021","212.72","251.49","251.49","212.72","63.63K","-14.95%"
"Jan 24, 2021","250.11","206.61","250.82","206.61","59.37K","20.84%"
"Jan 23, 2021","206.98","199.99","210.42","199.99","21.88K","3.36%"
"Jan 22, 2021","200.26","176.66","207.47","173.21","42.07K","13.67%"
"Jan 21, 2021","176.17","213.01","213.01","176.17","52.52K","-17.19%"
"Jan 20, 2021","212.74","211.35","217.74","204.87","36.77K","0.40%"
"Jan 19, 2021","211.90","226.40","233.73","211.90","40.27K","-6.20%"
"Jan 18, 2021","225.91","216.88","235.86","215.14","47.32K","4.13%"
"Jan 17, 2021","216.96","206.74","218.30","204.74","52.16K","4.81%"
"Jan 16, 2021","207.00","202.56","216.25","202.56","42.65K","2.19%"
"Jan 15, 2021","202.56","215.45","216.42","198.88","58.48K","-5.85%"
"Jan 14, 2021","215.15","211.04","223.72","205.32","61.42K","1.86%"
"Jan 13, 2021","211.23","183.14","217.57","183.14","71.12K","14.92%"
"Jan 12, 2021","183.80","168.52","196.08","166.91","69.91K","9.02%"
"Jan 11, 2021","168.60","195.76","195.76","151.21","91.45K","-13.68%"
"Jan 10, 2021","195.33","181.55","206.58","173.26","90.89K","8.55%"
"Jan 09, 2021","179.95","165.66","183.65","163.15","37.92K","8.82%"
"Jan 08, 2021","165.37","173.09","176.12","160.14","65.51K","-4.03%"
"Jan 07, 2021","172.32","184.59","184.59","172.32","87.98K","-6.38%"
