,Date,Price,Open,High,Low,Vol.,Change %,Vol
277,"Jun 29, 2021",7.9010,7.6120,8.3000,7.6120,,4.23%,5.36M
278,"Jun 28, 2021",7.5800,7.1450,7.6920,7.0600,,6.51%,3.88M
279,"Jun 27, 2021",7.1170,6.8270,7.1170,6.5650,,4.28%,3.55M
280,"Jun 26, 2021",6.8250,6.2940,6.8250,6.1140,,8.13%,4.41M
281,"Jun 25, 2021",6.3120,7.0700,7.1380,6.3100,,-10.61%,5.35M
282,"Jun 24, 2021",7.0610,7.0540,7.2840,6.6840,,0.17%,4.74M
283,"Jun 23, 2021",7.0490,6.7870,7.3750,6.7870,,3.78%,7.03M
284,"Jun 22, 2021",6.7920,6.6490,7.4060,6.2710,,1.91%,14.47M
285,"Jun 21, 2021",6.6650,8.4450,8.4450,6.6450,,-20.81%,10.98M
286,"Jun 20, 2021",8.4160,7.4730,8.5430,7.3760,,12.71%,9.24M
287,"Jun 19, 2021",7.4670,7.8130,7.9000,7.4670,,-4.36%,2.54M
288,"Jun 18, 2021",7.8070,8.4680,8.4680,7.6950,,-7.73%,3.57M
289,"Jun 17, 2021",8.4610,8.4970,9.0030,8.2780,,-0.25%,3.42M
290,"Jun 16, 2021",8.4820,9.1070,9.1070,8.3900,,-6.88%,4.38M
291,"Jun 15, 2021",9.1090,9.2690,9.4720,9.0570,,-1.55%,3.76M
292,"Jun 14, 2021",9.2520,8.6560,9.2520,8.5660,,7.07%,4.81M
293,"Jun 13, 2021",8.6410,7.8390,8.7610,7.8390,,10.30%,4.22M
294,"Jun 12, 2021",7.8340,8.5380,8.5380,7.8340,,-8.50%,4.84M
295,"Jun 11, 2021",8.5620,9.4200,9.4350,8.4000,,-8.85%,3.50M
296,"Jun 10, 2021",9.3930,10.5350,10.5350,9.3930,,-10.88%,3.72M
297,"Jun 09, 2021",10.5400,10.0630,10.5400,9.6400,,4.51%,5.65M
298,"Jun 08, 2021",10.0850,10.2750,10.4520,9.4550,,-1.64%,6.69M
299,"Jun 07, 2021",10.2530,11.5410,11.7220,10.2530,,-11.16%,4.07M
300,"Jun 06, 2021",11.5410,11.5480,11.8090,11.4790,,-0.35%,2.30M
301,"Jun 05, 2021",11.5820,11.8860,12.4020,11.3730,,-2.20%,5.14M
302,"Jun 04, 2021",11.8430,13.1880,13.1900,11.6340,,-10.44%,4.71M
303,"Jun 03, 2021",13.2240,12.5140,13.4650,12.4100,,5.44%,4.04M
304,"Jun 02, 2021",12.5420,12.0850,12.8470,11.8200,,4.15%,4.94M
305,"Jun 01, 2021",12.0420,12.3990,12.5990,11.5460,,-3.87%,5.00M
306,"May 31, 2021",12.5270,10.7710,12.5270,10.1820,,15.49%,6.67M
307,"May 30, 2021",10.8470,10.0550,10.9240,9.8450,,8.10%,5.99M
308,"May 29, 2021",10.0340,10.5560,11.1510,9.7390,,-5.33%,5.58M
309,"May 28, 2021",10.5990,12.0830,12.0830,10.1890,,-12.35%,8.51M
310,"May 27, 2021",12.0930,13.4180,13.4180,11.8780,,-9.89%,7.11M
